verse-number	original-word	translated-word	not-confirmed	translations	headword
10702	;				
10703	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
10703	nos	nous		nous, nos	
10703	somes	sommes			
10703	.III.	trois			
10703	compaingnon	compagnon			
10704	Sez	savez		savez, sais, connais	
10704	conment	comment		comment, quoi	
10704	nos	nous		nous, nos	
10704	le	le		le, lui, la	
10704	partiron	partagerons			
10704	?				
10705	Le	le		le, lui, la	
10705	matin	matin			
10705	iron	irons			
10705	la	là		la, là, là-bas, entendit, nos	
10705	tuit	tous		tous, tout	
10705	troi	trois			
10705	,				
10706	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10706	mosterron	montrerons			
10706	nos	nos		nous, nos	
10706	eus	culs		eux, profit, culs	
10706	tuit	tous		tous, tout	
10706	troi	trois			
10706	;				
10707	Qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10707	graingnor	plus grand			
10707	cul	cul			
10707	porra	pourra			
10707	mostrer	montrer			
10708	Le	le		le, lui, la	
10708	bacon	jambon			
10708	en	en		en, dans, sur, à, de, dans le, on, au	
10708	porra	pourra			
10708	porter	emporter		porter, emporter	
10708	.				
10708	»				
10709	Seignors	seigneur		seigneurs, seigneur	
10709	,				
10709	fame	femme			
10709	est	est		est, a	
10709	et	et		et, ni, Et	
10709	foie	honnête			
10709	et	et		et, ni, Et	
10709	sage	sage		sage, raisonnable, intelligent, instruit	
10709	,				
10710	Et	et		et, ni, Et	
10710	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10710	est	est		est, a	
10710	folle	folle		folle, folle de rage	
10710	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10710	corage	courage		courage, cœur, for intérieur, sentiments, désir	
10710	;				
10711	Folle	folle		folle, folle de rage	
10711	est	est		est, a	
10711	,				
10711	que	car		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10711	ne	ne		ne, ni, ou, et, sans	
10711	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10711	set	sait			
10711	partir	séparer		partager, partir, séparer, départ, partant	
10712	D'une	d'une			
10712	chose	chose			
10712	qu'a	qu'à		qu'à, qu'au, ce qu'à	
10712	en	en		en, dans, sur, à, de, dans le, on, au	
10712	desir	désir			
10712	;				
10713	Et	et		et, ni, Et	
10713	sage	sage		sage, raisonnable, intelligent, instruit	
10713	est	est		est, a	
10713	,				
10713	car	car		car, donc	
10713	quant	quand		quand, comme, autant, lorsque	
10713	on	on			
10713	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10713	rove	demande			
10713	,				
10714	Tost	vite		vite, tôt, aussitôt	
10714	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10714	trové	trouvé			
10714	une	une			
10714	controve	idée			
10714	,				
10715	Et	et		et, ni, Et	
10715	verité	vérité			
10715	dit	dit		dit, parlé	
10715	por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10715	mençonge	mensonge			
10715	,				
10716	S'ele	si elle		si elle, comme elle	
10716	en	en		en, dans, sur, à, de, dans le, on, au	
10716	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10716	mestier	besoin		besoin, métier, utile, façon, travail, utilité, nécessaire, corporation	
10716	et	et		et, ni, Et	
10716	besoigne	à faire		besogne, à faire	
10716	.				
10717	Ce	ceci		ce, ça, lui, cela, ceci, le, il	
10717	nos	nous		nous, nos	
10717	dient	disent			
10717	cil	celui-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
10717	fol	mauvaise		fou, mauvaise	
10717	musart	sot			
10717	:				
10718	Plus	plus		plus, mieux	
10718	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10718	deable	diable			
10718	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10718	.I.	un		un, une	
10718	art	ruse		ruse, brûle, manière	
10718	.				
10719	Mes	mais		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
10719	je	je		je, moi	
10719	di	dis		dis, parle, allez, dit	
10719	ce	ce		ce, ça, lui, cela, ceci, le, il	
10719	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10719	ma	ma			
10719	partie	partie		partagée, partie, part, côté	
10720	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10720	sage	sage		sage, raisonnable, intelligent, instruit	
10720	et	et		et, ni, Et	
10720	folle	folle		folle, folle de rage	
10720	est	est		est, a	
10720	par/par_mestrie	parfaitement			
10720	mestrie/par_mestrie	_EMPTY_			
10720	.				
10721	Mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10721	fu	fut		fut, était, a été, furent, il y a eu	
10721	sages	sage		intelligent, sage, expérimenté, sages, habile, sagesse	
10721	cil	celui		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
10721	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10721	ce	le		ce, ça, lui, cela, ceci, le, il	
10721	dist	dit		dit, a parlé, a dit, se dit	
10722	Et	et		et, ni, Et	
10722	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10722	en	en		en, dans, sur, à, de, dans le, on, au	
10722	son	son		son, sien, haut, ses, air, à lui	
10722	livre	livre			
10722	le	le		le, lui, la	
10722	mist	mit		mit, mis, a mis	
10722	:				
10723	Selonc	selon		selon, le long, à côté	
10723	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10723	eures	chance			
10723	et	et		et, ni, Et	
10723	le	le		le, lui, la	
10723	tans	moment			
10724	A	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10724	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10724	mestier	besoin		besoin, métier, utile, façon, travail, utilité, nécessaire, corporation	
10724	folie	folie		folie, paroles insensées, se trompe	
10724	et	et		et, ni, Et	
10724	sens	intelligence		intelligence, sens, manière, Sens, sagesse, avis	
10724	.				
10725	Mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10725	est	est		est, a	
10725	fame	femme			
10725	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10725	parfont	profond		profond, fond	
10725	sens	intelligence		intelligence, sens, manière, Sens, sagesse, avis	
10725	.				
10726	Et	et		et, ni, Et	
10726	ceste	cette		cette, celle-ci	
10726	prist	prit		prit, se met	
10726	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10726	bon	bon		bon, bien	
10726	porpens	réflexion			
10726	,				
10727	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10727	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10727	raconté	raconté			
10727	son	son		son, sien, haut, ses, air, à lui	
10727	seignor	seigneur			
10728	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10728	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10728	il	il		il, ils, lui	
10728	velt	veut			
10728	,				
10728	demain	demain			
10728	au	au		au, dans, du, de, le	
10728	jor	jour		jour, journée, un jour	
10728	,				
10729	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10729	ses	ses		ses, sais, les, ces, son	
10729	garnemens	vêtements			
10729	vestira	vêtira			
10730	Et	et		et, ni, Et	
10730	por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10730	le	le		le, lui, la	
10730	bacon	jambon			
10730	s'en	s'en		s'en, si on	
10730	ira	ira			
10730	,				
10731	Et	et		et, ni, Et	
10731	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10731	ce	ce		ce, ça, lui, cela, ceci, le, il	
10731	vient	vient		vient, monte, va, arrive	
10731	as	aux		aux, as, avec les, pour, des, au, vers les, avez	
10731	cus	culs		cul, culs	
10731	mostrer	montrer			
10732	Grant	grand		grand, grande, gros, bon, toute	
10732	fendace	fente			
10732	porra	pourra			
10732	mostrer	montrer			
10732	.				
10733	Li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10733	vilain	paysan		paysan, vilain, vil, misérable, mal élevé	
10733	l'ot	l'entend		l'avait, l'entend	
10733	,				
10733	et	et		et, ni, Et	
10733	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10733	s'en	s'en		s'en, si on	
10733	rit	rit			
10733	:				
10734	«				
10734	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10734	Dieu	Dieu			
10734	,				
10734	fet/fet_il	fait-il			
10734	il/fet_il	_EMPTY_			
10734	,				
10734	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10734	as	as		aux, as, avec les, pour, des, au, vers les, avez	
10734	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10734	dit	dit		dit, parlé	
10734	.				
10734	»				
10735	Quant	quand		quand, comme, autant, lorsque	
10735	vint	arrive		vint, arrive, arriva, vienne, vient	
10735	au	le		au, dans, du, de, le	
10735	jor	jour		jour, journée, un jour	
10735	,				
10735	levé	levé			
10735	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10735	sont	sont		sont, ont été	
10736	Et	et		et, ni, Et	
10736	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10736	le	le		le, lui, la	
10736	bois	bois			
10736	andui	tous deux		tous deux, ensemble	
10736	s'en	s'en		s'en, si on	
10736	vont	vont		vont, mettent	
10736	;				
10737	Il	il		il, ils, lui	
10737	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10737	ensaigne	indique			
10737	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10737	la	la		la, là, là-bas, entendit, nos	
10737	voie	route		voie, guide, voit, chemin, route, vois, garde, sentier	
10738	Jusque	jusque			
10738	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10738	l'estre	l'hêtre		l'hêtre, l'endroit	
10738	par/par_mi	à travers		à travers, par	
10738	mi/par_mi	_EMPTY_			
10738	l'arbroie	le petit bois			
10738	.				
10739	Et	et		et, ni, Et	
10739	quant	quand		quand, comme, autant, lorsque	
10739	ele	elle			
10739	i	y		y, en, là	
10739	est	est		est, a	
10739	parvenue	parvenue			
10739	,				
10740	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10740	le	le		le, lui, la	
10740	vilain	paysan		paysan, vilain, vil, misérable, mal élevé	
10740	l'ont	l'ont			
10740	conneüe	reconnue			
10741	Li	les		lui, le, les, il, l', la, li, elle, ils, leur	
10741	dui	deux		dus, deux	
10741	baron	baron		baron, grand	
10741	qui	qui		qui, que, celui qui, car, quelqu'un qui, quiconque	
10741	l'atendoient	l'attendaient			
10742	Desouz	dessous		en dessous, dessous	
10742	le	le		le, lui, la	
10742	fou	hêtre		hêtre, étais, fou	
10742	o	où		avec, où, à	
10742	il	il		il, ils, lui	
10742	estoient	étaient			
10742	.				
10743	Il	il		il, ils, lui	
10743	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10743	ont	ont			
10743	dist	dit		dit, a parlé, a dit, se dit	
10743	:				
10743	«				
10743	Sire	seigneur		seigneur, sire, Sire, Seigneur	
10743	vilain	paysan		paysan, vilain, vil, misérable, mal élevé	
10743	,				
10744	Damedieu	Notre-Dame		Seigneur Dieu, Notre-Dame	
10744	vos	vous		vous, vos, votre	
10744	doint	donne			
10744	hui	aujourd'hui		aujourd'hui, cri	
10744	bon	bon		bon, bien	
10744	main	main		main, matin	
10744	!				
10744	»				
10745	Premier	premier			
10745	parla	parla		parla, parlait	
10745	Patous	Patou			
10745	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10745	ors	ours			
10745	:				
10746	«				
10746	Seignors	seigneurs		seigneurs, seigneur	
10746	,				
10746	fet/fet_il	fait-il			
10746	il/fet_il	_EMPTY_			
10746	,				
10746	ja	maintenant		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
10746	est	est		est, a	
10746	granz	grand		grands, grand, grandes	
10746	jors	jour		jours, jour	
10746	,				
10747	Faites	faites			
10747	tost	vite		vite, tôt, aussitôt	
10747	foi	foi		foi, confiance, parole	
10747	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10747	me	me		me, moi	
10747	devez	devez			
10747	.				
10748	Sire	seigneur		seigneur, sire, Sire, Seigneur	
10748	Ysengrin	Ysengrin			
10748	,				
10748	vo	votre		votre, va	
10748	cul	cul			
10748	mostrez	montrez		montrez, montriez	
10748	.				
10749	—				
10749	Sire	seigneur		seigneur, sire, Sire, Seigneur	
10749	,				
10749	dist/dist_il	dit-il			
10749	il/dist_il	_EMPTY_			
10749	,				
10749	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10749	volentiers	volontiers			
10749	.				
10750	Or	maintenant		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
10750	me	me		me, moi	
10750	dites	dites			
10750	conment	comment		comment, quoi	
10750	premiers	d'abord		d'abord, premier	
10750	.				
10750	»				
10751	Son	son		son, sien, haut, ses, air, à lui	
10751	cors	corps		personne, corps, course, cors, courant, relique	
10751	estent	étend		étend, tend	
10751	on	on			
10751	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10751	devant	devant		devant, avant, au devant	
10751	,				
10752	Puis	puis		puis, puits, depuis, peux, ainsi, ensuite, alors	
10752	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10752	deriere	derrière			
10752	en	en		en, dans, sur, à, de, dans le, on, au	
10752	estupant	se courbant			
10753	Lieve	lève			
10753	sa	sa		sa, avec	
10753	queue	queue			
10753	,				
10753	le	le		le, lui, la	
10753	cul	cul			
10753	bee	ouvre		ouvre, aspire	
10753	;				
10754	Jusque	jusque			
10754	laiens	ici		ici, là-dedans, dedans	
10754	par/par_mi	à travers		à travers, par	
10754	mi/par_mi	_EMPTY_			
10754	l'entree	l'entrée			
10755	Li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10755	puet	peut			
10755	on	on			
10755	veoir	voir		voir, vrai	
10755	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10755	boiiax	boyaux			
10755	,				
10756	Tant	tant		tant, jusqu'à, tellement, assez, autant, beaucoup	
10756	par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10756	est	est		est, a	
10756	larges	large		large, généreux	
10756	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10756	tuax	tuyau			
10756	.				
10757	«				
10757	Sire	seigneur		seigneur, sire, Sire, Seigneur	
10757	Ysengrin	Ysengrin			
10757	,				
10757	ce	lui		ce, ça, lui, cela, ceci, le, il	
10757	dist	dit		dit, a parlé, a dit, se dit	
10757	Patous	Patou			
10757	,				
10758	Mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10758	est	est		est, a	
10758	vo	votre		votre, va	
10758	cul	cul			
10758	grant	grand		grand, grande, gros, bon, toute	
10758	et	et		et, ni, Et	
10758	estous	terrible		terrible, fou	
10758	.				
10759	Vilain	paysan		paysan, vilain, vil, misérable, mal élevé	
10759	,				
10759	dist/dist_il	dit-il			
10759	il/dist_il	_EMPTY_			
10759	,				
10759	ore	donc		là, donc, maintenant	
10759	estupez	penchez			
10759	:				
10760	Le	le		le, lui, la	
10760	vostre	votre			
10760	cul	cul			
10760	remosterrez	montrerez			
10760	.				
10760	»				
10761	Cele	celle-ci		cette, celle, celle-ci, ce	
10761	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10761	ses	ses		ses, sais, les, ces, son	
10761	braies	braies			
10761	avalees	baissé			
10762	Qu'ele	qu'elle			
10762	avoit	avait			
10762	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10762	son	son		son, sien, haut, ses, air, à lui	
10762	cul	cul			
10762	fermees	attachées			
10762	;				
10763	Ele	elle			
10763	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10763	fait	fait		fait, croit	
10763	large	large			
10763	enforcheure	écartement			
10764	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10764	bien	bien		bien, bon, béni, bon choix, bienveillance, vrai	
10764	mostrer	montrer			
10764	cele	celle		cette, celle, celle-ci, ce	
10764	nature	attributs		nature, attributs	
10764	;				
10765	Son	son		son, sien, haut, ses, air, à lui	
10765	chief	tête		tête, bout, début, extrémité, fin	
10765	mist	mit		mit, mis, a mis	
10765	bas	en bas		en bas, bas	
10765	por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10765	estuper	se pencher			
10765	.				
10766	Cil	ceux-ci		celui-ci, ce, celui, ces, ceux, ceux-ci, eux, celui-là, l'autre, cette, il	
10766	la	la		la, là, là-bas, entendit, nos	
10766	prennent	se mettent			
10766	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10766	regarder	regarder			
10766	;				
10767	Tant	tant		tant, jusqu'à, tellement, assez, autant, beaucoup	
10767	s'en	s'en		s'en, si on	
10767	est	est		est, a	
10767	Patous	Patou			
10767	merveilliez	ébahi		étonné, ébahi	
10767	,				
10768	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10768	son	son		son, sien, haut, ses, air, à lui	
10768	pié	pied			
10768	destre	droite		droite, droit	
10768	s'est	s'est		s'est, devient	
10768	saingniez	signé			
10768	:				
10769	«				
10769	Nomini	au nom de		Nomini, au nom de	
10769	dame	dame		dame, mère, madame	
10769	,				
10769	dist	dit		dit, a parlé, a dit, se dit	
10769	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10769	leu	loup		loup, lieu, occasion, coin	
10769	,				
10770	A	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10770	cest	ce		ce, cet, cette, celle-ci	
10770	cul	cul			
10770	devisent	devisent			
10770	tuit	tout		tous, tout	
10770	treu	trou			
10770	;				
10771	Se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10771	ice	cela		cela, le, ce, ceci	
10771	la	la		la, là, là-bas, entendit, nos	
10771	est	est		est, a	
10771	trestout	tout entier			
10771	cus	cul		cul, culs	
10771	,				
10772	Contre	contre			
10772	cela	cela			
10772	ne	ne		ne, ni, ou, et, sans	
10772	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10772	prent	prend		prend, met	
10772	nus	aucun		aucun, personne, nul, quelqu'un	
10772	.				
10773	Il	il		il, ils, lui	
10773	m'est	m'est			
10773	avis	avis			
10773	,				
10773	ce	ce		ce, ça, lui, cela, ceci, le, il	
10773	dist	dit		dit, a parlé, a dit, se dit	
10773	li	lui		lui, le, les, il, l', la, li, elle, ils, leur	
10773	leus	loup		loup, loups, lieu, endroit	
10773	,				
10774	Par	par		par, vraiment, à travers, à cause, pour, avec, au, grâce à, à, mais, de, en, à  travers	
10774	foi	foi		foi, confiance, parole	
10774	que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10774	g'i	j'y			
10774	voie	voie		voie, guide, voit, chemin, route, vois, garde, sentier	
10774	.II.	deux			
10774	treus	trous			
10774	.				
10774	»				
10775	Ce	ce		ce, ça, lui, cela, ceci, le, il	
10775	dist	dit		dit, a parlé, a dit, se dit	
10775	Patous	Patou			
10775	:				
10775	«				
10775	Garde	regarde		regarde, garde, prend garde, protège, redouter, veillé, redouté, à craindre	
10775	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10775	pres	près		près, prêt, proche	
10775	,				
10776	Se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10776	del	de le		de le, du, dans le, de	
10776	veoir	voir		voir, vrai	
10776	es	es		es, dans les, et, sur les, battant, entre les	
10776	si	si		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10776	engrés	ardent		féroces, ardent	
10776	.				
10777	Je	je		je, moi	
10777	n'i	n'y			
10777	ai	ai		ai, j'ai	
10777	soing	soin			
10777	d'aboeter	de regarder de plus près			
10777	,				
10778	Ne	ne		ne, ni, ou, et, sans	
10778	m'i	m'y			
10778	estuet	il se doit		il se doit, faut, il faut	
10778	point	point		point, absolument, peu, pique	
10778	alumer	allumer			
10778	.				
10778	»				
10779	Cele	celle-ci		cette, celle, celle-ci, ce	
10779	lor	leur			
10779	dist	dit		dit, a parlé, a dit, se dit	
10779	:				
10779	«				
10779	Or	maintenant		maintenant, donc, alors, allez, là, or, Or, mais, à présent, par	
10779	escoutez	écoutez			
10779	:				
10780	Mes	mon		mais, plus, mes, mon, encore, désormais, pourtant, auparavant	
10780	cus	cul		cul, culs	
10780	est	est		est, a	
10780	touz	tout		tous, tout	
10780	acostumez	habitué			
10781	Sovent	souvent			
10781	de	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10781	son	son		son, sien, haut, ses, air, à lui	
10781	col	cou		cou, échine	
10781	afichier	montrer		montrer, affirmer	
10781	,				
10782	Por	pour		pour, par, à cause de, parce, à propos, à cause, puis, vers	
10782	ce	ce		ce, ça, lui, cela, ceci, le, il	
10782	l'ai	l'ai			
10782	je	je		je, moi	
10782	tot	tout		tout, tous	
10782	tens	temps			
10782	plus	plus		plus, mieux	
10782	chier	chier		cher, chier	
10782	.				
10782	»				
10783	Ce	ce		ce, ça, lui, cela, ceci, le, il	
10783	dist	dit		dit, a parlé, a dit, se dit	
10783	Patous	Patou			
10783	:				
10783	«				
10783	Ysengrin	Ysengrin			
10783	,				
10783	fui	fui		ai été, fui, suis	
10783	te	toi		te, toi, tu	
10783	!				
10784	Alon	allons			
10784	nos	nous		nous, nos	
10784	en	en		en, dans, sur, à, de, dans le, on, au	
10784	,				
10784	clamons	demandons			
10784	li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10784	quite	quitte		quitte, débarrassé	
10784	.				
10785	Vilain	paysan		paysan, vilain, vil, misérable, mal élevé	
10785	,				
10785	dist/dist_il	dit-il			
10785	il/dist_il	_EMPTY_			
10785	,				
10785	pren	prends			
10785	le	le		le, lui, la	
10785	bacon	jambon			
10786	Et	et		et, ni, Et	
10786	si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10786	l'enporte	emporte le			
10786	en	dans		en, dans, sur, à, de, dans le, on, au	
10786	ta	ta			
10786	meson	maison			
10786	.				
10786	»				
10787	Ele	elle			
10787	si	ainsi		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10787	fist	fit		a fait, fit, fait, agit	
10787	et	et		et, ni, Et	
10787	lieve	lève			
10787	sus	debout		debout, dessus, en haut, sur, loin, haut	
10787	.				
10788	De	de		de, à, sur, pour, en, avec, que, du, De, par, dés, des	
10788	ceste	cette		cette, celle-ci	
10788	branche	branche			
10788	n'i	n'y			
10788	a	a		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10788	plus	plus		plus, mieux	
10788	.				
10789	Entre	entre		entre, ensemble, avec	
10789	.II.	deux			
10789	monz	collines		collines, monde	
10789	,				
10789	en	dans		en, dans, sur, à, de, dans le, on, au	
10789	une	une			
10789	plaingne	plaine		plaine, plaigne	
10789	,				
10790	Tout	tout			
10790	droit	droit		droit, raison, justice, directement	
10790	au	au		au, dans, du, de, le	
10790	pié	pied			
10790	d'une	d'une			
10790	montaingne	montagne			
10790	,				
10791	Deseur	sur			
10791	une	une			
10791	riviere	rivière			
10791	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10791	destre	droite		droite, droit	
10791	,				
10792	La	là		la, là, là-bas, entendit, nos	
10792	vit	vit		vit, verge, bite	
10792	Renart	Renart			
10792	.I.	un		un, une	
10792	mout	très		très, beaucoup, fort, trop, longtemps, tout, plus	
10792	bel	beau		beau, bon, bel	
10792	estre	endroit		être, endroit, personne, chose	
10792	.				
10793	En/en_mi	au milieu			
10793	mi/en_mi	_EMPTY_			
10793	le	le		le, lui, la	
10793	pré	pré			
10793	de/de_l'autre_part	d'autre part		d'autre part, de l'autre côté	
10793	l'autre/de_l'autre_part	_EMPTY_			
10793	part/de_l'autre_part	_EMPTY_			
10793	,				
10794	Si	puis		puis, si, ainsi, alors, aussi, si bien, tant, très, tellement, donc, et, pourtant, là, mais, beaucoup, sans, ainsi que, vraiment, ses, aussi vrai que	
10794	conme	comme			
10794	l'eve	l'eau			
10794	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10794	depart	sépare			
10794	,				
10795	La	la		la, là, là-bas, entendit, nos	
10795	vit	vit		vit, verge, bite	
10795	Renart	Renart			
10795	.I.	un		un, une	
10795	fou	hêtre		hêtre, étais, fou	
10795	planté	planté			
10796	Que	que		que, car, quoi, pour que, pendant, alors, qui, ce, ce que, comme, à cause de, lorsque, sans que, alors que	
10796	les	les		les, celles de, à côté, laisse, héritage, leur, légué	
10796	genz	gens			
10796	n'ont	n'ont			
10796	gueres	guère		guère, guerres	
10796	hanté	fréquenté			
10796	.				
10797	Entor	autour			
10797	le	le		le, lui, la	
10797	fou	hêtre		hêtre, étais, fou	
10797	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10797	fait	fait		fait, croit	
10797	la	la		la, là, là-bas, entendit, nos	
10797	tresche	danse			
10797	,				
10798	Puis	puis		puis, puits, depuis, peux, ainsi, ensuite, alors	
10798	se	se		se, si, que, aussi vrai que, le, sais, ainsi	
10798	coucha	coucha			
10798	sor	sur			
10798	l'erbe	l'herbe			
10798	fresche	fraîche			
10798	,				
10799	Vostrez	vautré			
10799	s'i	s'y		s'y, s'il	
10799	est	est		est, a	
10799	et	et		et, ni, Et	
10799	refroidiez	rafraîchi			
10799	;				
10800	A	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10800	bon	bon		bon, bien	
10800	ostel	auberge		logis, auberge, demeure	
10800	est	est		est, a	
10800	herbergiez	logé			
10800	,				
10801	Ja	jamais		jamais, déjà, vraiment, jadis, même, maintenant, eh bien	
10801	ne	ne		ne, ni, ou, et, sans	
10801	le	le		le, lui, la	
10801	quesist	chercherait			
10801	rechangier	échanger			
10801	,				
10802	S'il	s'il			
10802	eüst	aurait			
10802	assez	beaucoup		beaucoup, assez, suffisamment, fort	
10802	a	à		à, a, avec, en, pour, de, auprès de, au, sur, par, des, ai, dans, est, devant, à côté de, vers	
10802	mengier	manger			
10802	.				
10803	Li	le		lui, le, les, il, l', la, li, elle, ils, leur	
10803	sejorner	séjourner			
10803	i	y		y, en, là	
10803	estoit	était			
10803	biax	beau		cher, beau, beaux	
10803	.				
